Source,Error,Survey End Date,CON (%),LAB (%),LD (%),UKIP (%),Grn (%),Con Lead
TNS BMRB/,,2013-03-25,27 ,37 ,10,17 ,3 ,-10
YouGov/Sun,,2013-03-25,30 ,41 ,13,11 ,2 ,-11
YouGov/Sun,,2013-03-26,30 ,39 ,13,12 ,2 ,-9
YouGov/Sun,,2013-03-27,30 ,40 ,12,13 ,2 ,-10
YouGov/Sun,,2013-03-28,29 ,42 ,11,13 ,2 ,-13
YouGov/Sun,,2013-04-02,30 ,43 ,11,10 ,3 ,-13
YouGov/Sun,,2013-04-03,33 ,41 ,9,11 ,2 ,-8
YouGov/Sun,,2013-04-04,30 ,42 ,11,12 ,2 ,-12
Opinium/Observer,,2013-04-04,28 ,38 ,8,17 ,3 ,-10
YouGov/Sunday Times,,2013-04-05,30 ,40 ,11,13 ,2 ,-10
TNS BMRB/,,2013-04-08,25 ,40 ,10,14 ,4 ,-15
YouGov/Sun,,2013-04-08,30 ,40 ,12,12 ,2 ,-10
YouGov/Sun,,2013-04-09,33 ,41 ,10,10 ,2 ,-8
YouGov/Sun,,2013-04-10,28 ,42 ,12,11 ,2 ,-14
YouGov/Sun,,2013-04-11,32 ,42 ,9,11 ,2 ,-10
ComRes/Independent on Sunday (O),,2013-04-11,30 ,38 ,8,15 ,3 ,-8
YouGov/Sunday Times,,2013-04-12,31 ,42 ,12,11 ,2 ,-11
Angus Reid/,,2013-04-13,27 ,39 ,8,16 ,3 ,-12
ICM/Guardian,,2013-04-14,32 ,38 ,15,9 ,2 ,-6
YouGov/Sun,,2013-04-15,31 ,39 ,12,12 ,2 ,-8
Ipsos-MORI/Evening Standard,,2013-04-15,29 ,38 ,10,15 ,4 ,-9
YouGov/Sun,,2013-04-16,33 ,40 ,10,11 ,2 ,-7
YouGov/Sun,,2013-04-17,30 ,41 ,10,12 ,2 ,-11
YouGov/Sun,,2013-04-18,33 ,40 ,10,11 ,2 ,-7
Opinium/Observer,,2013-04-18,29 ,35 ,8,17 ,4 ,-6
YouGov/Sunday Times,,2013-04-19,32 ,40 ,11,10 ,2 ,-8
YouGov/Sun,,2013-04-22,32 ,39 ,11,13 ,2 ,-7
YouGov/Sun,,2013-04-23,33 ,40 ,10,12 ,3 ,-7
YouGov/Sun,,2013-04-24,31 ,39 ,10,11 ,3 ,-8
YouGov/Sun,,2013-04-25,32 ,40 ,11,12 ,2 ,-8
YouGov/Sunday Times,,2013-04-26,31 ,40 ,11,11 ,3 ,-9
Survation/Free Speech Network,,2013-04-28,29 ,36 ,12,16 ,3 ,-7
ComRes/Independent,,2013-04-28,32 ,38 ,9,13 ,4 ,-6
YouGov/Sun,,2013-04-29,30 ,39 ,11,14 ,3 ,-9
YouGov/Sun,,2013-04-30,30 ,39 ,11,14 ,2 ,-9
YouGov/Sun,,2013-05-01,33 ,39 ,10,13 ,2 ,-6
Opinium/Observer,,2013-05-02,28 ,35 ,9,17 ,4 ,-7
YouGov/Sun,,2013-05-02,32 ,43 ,9,10 ,1 ,-11
YouGov/Sunday Times,,2013-05-03,30 ,40 ,11,12 ,2 ,-10
YouGov/Sun,,2013-05-07,29 ,39 ,9,16 ,2 ,-10
YouGov/Sun,,2013-05-08,27 ,38 ,11,17 ,2 ,-11
YouGov/Sun,,2013-05-09,30 ,39 ,10,14 ,2 ,-9
YouGov/Sunday Times,,2013-05-10,30 ,39 ,9,16 ,3 ,-9
ICM/Guardian,,2013-05-12,28 ,34 ,11,18 ,2 ,-6
Ipsos-MORI/Evening Standard,,2013-05-13,31 ,34 ,10,13 ,6 ,-3
YouGov/Sun,,2013-05-13,31 ,38 ,10,14 ,2 ,-7
YouGov/Sun,,2013-05-14,30 ,40 ,10,15 ,2 ,-10
YouGov/Sun,,2013-05-15,30 ,40 ,10,14 ,2 ,-10
YouGov/Sun,,2013-05-16,31 ,39 ,9,15 ,2 ,-8
Opinium/Observer,,2013-05-16,27 ,37 ,7,20 ,4 ,-10
TNS BMRB/,,2013-05-16,28 ,37 ,7,18 ,4 ,-9
ComRes/Independent on Sunday (O),,2013-05-16,29 ,35 ,8,19 ,4 ,-6
YouGov/Sunday Times,,2013-05-17,29 ,40 ,9,14 ,3 ,-11
Survation/,,2013-05-18,24 ,35 ,11,22 ,,-11
YouGov/Sun,,2013-05-20,31 ,39 ,10,14 ,2 ,-8
YouGov/Sun,,2013-05-21,27 ,38 ,10,16 ,4 ,-11
YouGov/Sun,,2013-05-22,27 ,38 ,10,16 ,4 ,-11
YouGov/Sun,,2013-05-23,29 ,42 ,11,13 ,2 ,-13
YouGov/Sunday Times,,2013-05-24,30 ,40 ,10,14 ,2 ,-10
Survation/Mail on Sunday,,2013-05-24,24 ,35 ,10,22 ,4 ,-11
ComRes/Independent,,2013-05-26,30 ,34 ,10,17 ,2 ,-4
YouGov/Sun,,2013-05-28,29 ,39 ,10,15 ,3 ,-10
YouGov/Sun,,2013-05-29,30 ,37 ,11,14 ,3 ,-7
YouGov/Sun,,2013-05-30,30 ,38 ,11,14 ,3 ,-8
Survation/Sun on Sunday,,2013-05-30,25 ,36 ,10,20 ,4 ,-11
YouGov/Sunday Times,,2013-05-31,30 ,39 ,10,15 ,2 ,-9
Opinium/Observer,,2013-05-31,26 ,37 ,6,21 ,4 ,-11
TNS BMRB/,,2013-06-03,24 ,37 ,10,19 ,3 ,-13
YouGov/Sun,,2013-06-03,31 ,38 ,10,16 ,2 ,-7
YouGov/Sun,,2013-06-04,30 ,40 ,10,14 ,2 ,-10
YouGov/Sun,,2013-06-05,30 ,39 ,10,14 ,3 ,-9
YouGov/Sun,,2013-06-06,32 ,39 ,10,13 ,3 ,-7
YouGov/Sunday Times,,2013-06-07,30 ,40 ,9,14 ,2 ,-10
ICM/Guardian,,2013-06-09,29 ,36 ,12,12 ,2 ,-7
YouGov/Sun,,2013-06-10,28 ,39 ,11,15 ,2 ,-11
TNS BMRB/,,2013-06-10,27 ,36 ,8,19 ,3 ,-9
Ipsos-MORI/Evening Standard,,2013-06-10,31 ,35 ,10,12 ,4 ,-4
YouGov/Sun,,2013-06-11,30 ,38 ,9,16 ,3 ,-8
YouGov/Sun,,2013-06-12,30 ,38 ,11,12 ,3 ,-8
YouGov/Sun,,2013-06-13,32 ,39 ,10,12 ,2 ,-7
ComRes/Independent on Sunday (O),,2013-06-13,26 ,35 ,10,19 ,4 ,-9
YouGov/Sunday Times,,2013-06-14,30 ,39 ,10,14 ,2 ,-9
Opinium/Observer,,2013-06-14,27 ,36 ,7,20 ,3 ,-9
YouGov/Sun,,2013-06-17,31 ,40 ,10,13 ,2 ,-9
YouGov/Sun,,2013-06-18,31 ,38 ,10,12 ,2 ,-7
YouGov/Sun,,2013-06-19,32 ,38 ,10,13 ,2 ,-6
YouGov/Sun,,2013-06-20,31 ,39 ,11,14 ,2 ,-8
YouGov/Sunday Times,,2013-06-21,31 ,39 ,10,13 ,3 ,-8
ComRes/Independent,,2013-06-23,30 ,36 ,10,14 ,5 ,-6
YouGov/Sun,,2013-06-24,32 ,39 ,9,12 ,3 ,-7
YouGov/Sun,,2013-06-25,32 ,40 ,11,11 ,2 ,-8
YouGov/Sun,,2013-06-26,31 ,42 ,11,10 ,3 ,-11
YouGov/Sun,,2013-06-27,33 ,39 ,10,13 ,3 ,-6
YouGov/Sunday Times,,2013-06-28,33 ,38 ,11,11 ,2 ,-5
Opinium/Observer,,2013-06-28,27 ,37 ,7,19 ,3 ,-10
YouGov/Sun,,2013-07-01,33 ,38 ,8,12 ,2 ,-5
YouGov/Sun,,2013-07-02,32 ,40 ,9,12 ,3 ,-8
Survation/Daily Mirror,,2013-07-03,23 ,36 ,10,22 ,4 ,-13
YouGov/Sun,,2013-07-03,32 ,40 ,9,13 ,2 ,-8
YouGov/Sun,,2013-07-04,31 ,39 ,11,12 ,2 ,-8
YouGov/Sunday Times,,2013-07-05,33 ,39 ,11,12 ,2 ,-6
YouGov/Sun,,2013-07-08,34 ,40 ,10,10 ,2 ,-6
YouGov/Sun,,2013-07-09,31 ,39 ,10,13 ,3 ,-8
YouGov/Sun,,2013-07-10,32 ,37 ,11,12 ,3 ,-5
YouGov/Sun,,2013-07-11,32 ,40 ,10,13 ,2 ,-8
ComRes/Independent on Sunday (O),,2013-07-11,28 ,36 ,8,18 ,4 ,-8
YouGov/Sunday Times,,2013-07-12,30 ,41 ,10,13 ,2 ,-11
Opinium/Observer,,2013-07-12,27 ,38 ,6,19 ,4 ,-11
Survation/Mail on Sunday,,2013-07-12,28 ,36 ,9,20 ,4 ,-8
Populus/,,2013-07-14,31 ,38 ,13,10 ,4 ,-7
ICM/Guardian,,2013-07-14,36 ,36 ,13,7 ,3 ,0
YouGov/Sun,,2013-07-15,31 ,40 ,11,11 ,2 ,-9
Ipsos-MORI/Evening Standard,,2013-07-15,29 ,40 ,10,12 ,4 ,-11
YouGov/Sun,,2013-07-16,32 ,38 ,10,12 ,2 ,-6
YouGov/Sun,,2013-07-17,31 ,37 ,12,13 ,3 ,-6
YouGov/Sun,,2013-07-18,33 ,38 ,11,11 ,2 ,-5
Populus/,,2013-07-18,31 ,39 ,12,10 ,3 ,-8
YouGov/Sunday Times,,2013-07-19,32 ,39 ,10,11 ,2 ,-7
Populus/,,2013-07-21,32 ,39 ,12,9 ,2 ,-7
YouGov/Sun,,2013-07-22,35 ,38 ,11,10 ,2 ,-3
TNS BMRB/,,2013-07-22,28 ,38 ,9,16 ,2 ,-10
YouGov/Sun,,2013-07-23,32 ,39 ,11,12 ,2 ,-7
YouGov/Sun,,2013-07-24,35 ,39 ,8,11 ,3 ,-4
Populus/,,2013-07-25,32 ,39 ,11,10 ,3 ,-7
YouGov/Sun,,2013-07-25,32 ,38 ,11,11 ,3 ,-6
Opinium/Observer,,2013-07-26,28 ,39 ,8,16 ,3 ,-11
YouGov/Sunday Times,,2013-07-26,33 ,39 ,10,11 ,2 ,-6
ComRes/Independent,,2013-07-27,34 ,37 ,10,12 ,4 ,-3
Populus/,,2013-07-28,34 ,39 ,11,8 ,3 ,-5
YouGov/Sun,,2013-07-29,33 ,40 ,10,12 ,2 ,-7
YouGov/Sun,,2013-07-30,34 ,40 ,11,10 ,2 ,-6
YouGov/Sun,,2013-07-31,33 ,38 ,10,14 ,2 ,-4
YouGov/Sun,,2013-08-01,34 ,40 ,10,11 ,3 ,-6
Populus/,,2013-08-01,29 ,40 ,11,12 ,3 ,-11
YouGov/Sunday Times,,2013-08-02,32 ,38 ,10,13 ,2 ,-6
Survation/Mail on Sunday,,2013-08-02,28 ,36 ,11,18 ,1 ,-8
Populus/,,2013-08-04,33 ,38 ,12,9 ,3 ,-5
YouGov/Sun,,2013-08-05,34 ,38 ,11,12 ,2 ,-4
YouGov/Sun,,2013-08-06,32 ,39 ,10,11 ,2 ,-7
YouGov/Sun,,2013-08-07,31 ,39 ,11,11 ,4 ,-8
YouGov/Sun,,2013-08-08,34 ,38 ,9,12 ,2 ,-4
Populus/,,2013-08-08,32 ,38 ,12,9 ,3 ,-6
Opinium/Observer,,2013-08-08,29 ,36 ,9,17 ,3 ,-7
YouGov/Sunday Times,,2013-08-09,33 ,41 ,9,10 ,3 ,-8
ICM/Guardian,,2013-08-11,32 ,35 ,14,10 ,3 ,-3
Populus/,,2013-08-11,33 ,39 ,12,10 ,2 ,-6
YouGov/Sun,,2013-08-12,33 ,40 ,8,13 ,2 ,-7
Ipsos-MORI/Evening Standard,,2013-08-12,30 ,40 ,10,11 ,6 ,-10
YouGov/Sun,,2013-08-13,35 ,38 ,10,11 ,2 ,-3
YouGov/Sun,,2013-08-14,32 ,38 ,11,13 ,2 ,-6
ComRes/Independent (O),,2013-08-15,28 ,37 ,8,19 ,3 ,-9
YouGov/Sun,,2013-08-15,34 ,39 ,9,11 ,2 ,-5
Populus/,,2013-08-15,36 ,39 ,10,8 ,2 ,-3
YouGov/Sunday Times,,2013-08-16,32 ,38 ,10,13 ,3 ,-6
Populus/,,2013-08-18,32 ,38 ,12,11 ,3 ,-6
YouGov/Sun,,2013-08-19,31 ,38 ,10,14 ,3 ,-7
YouGov/Sun,,2013-08-20,32 ,39 ,10,12 ,3 ,-7
YouGov/Sun,,2013-08-21,34 ,37 ,9,13 ,3 ,-3
Populus/,,2013-08-22,30 ,38 ,12,12 ,3 ,-8
YouGov/Sun,,2013-08-22,32 ,39 ,11,10 ,2 ,-7
YouGov/Sunday Times,,2013-08-23,32 ,38 ,10,13 ,3 ,-6
Opinium/Observer,,2013-08-23,29 ,36 ,8,18 ,4 ,-7
Populus/,,2013-08-26,33 ,37 ,13,10 ,2 ,-4
YouGov/Sun,,2013-08-27,34 ,39 ,8,12 ,2 ,-5
YouGov/Sun,,2013-08-28,34 ,37 ,11,12 ,2 ,-3
YouGov/Sun,,2013-08-29,33 ,37 ,10,12 ,3 ,-4
Populus/,,2013-08-29,33 ,39 ,12,9 ,2 ,-6
Survation/Mail on Sunday,,2013-08-30,29 ,37 ,11,17 ,2 ,-8
YouGov/Sunday Times,,2013-08-31,31 ,41 ,9,13 ,2 ,-10
Populus/,,2013-09-01,34 ,38 ,12,8 ,3 ,-4
ComRes/Independent,,2013-09-01,31 ,37 ,12,10 ,4 ,-6
YouGov/Sun,,2013-09-02,33 ,40 ,9,12 ,2 ,-7
YouGov/Sun,,2013-09-03,33 ,37 ,9,13 ,3 ,-4
YouGov/Sun,,2013-09-04,33 ,39 ,10,12 ,2 ,-6
YouGov/Sun,,2013-09-05,31 ,38 ,10,13 ,2 ,-7
Populus/,,2013-09-05,33 ,37 ,14,8 ,3 ,-4
YouGov/Sunday Times,,2013-09-06,34 ,38 ,9,12 ,3 ,-4
Opinium/Observer,,2013-09-06,30 ,35 ,7,17 ,4 ,-5
Populus/,,2013-09-08,34 ,37 ,13,9 ,2 ,-3
Ipsos-MORI/Evening Standard,,2013-09-09,34 ,37 ,10,11 ,3 ,-3
YouGov/Sun,,2013-09-09,33 ,38 ,8,14 ,3 ,-5
YouGov/Sun,,2013-09-10,33 ,39 ,9,11 ,3 ,-6
YouGov/Sun,,2013-09-11,32 ,39 ,10,12 ,2 ,-7
YouGov/Sun,,2013-09-12,34 ,38 ,8,13 ,3 ,-4
Populus/,,2013-09-12,34 ,41 ,10,7 ,3 ,-7
YouGov/Sunday Times,,2013-09-13,33 ,38 ,9,12 ,3 ,-5
ICM/Guardian,,2013-09-15,32 ,36 ,14,9 ,4 ,-4
Populus/,,2013-09-15,33 ,40 ,11,9 ,2 ,-7
TNS BMRB/,,2013-09-16,29 ,39 ,9,14 ,2 ,-10
YouGov/Sun,,2013-09-16,34 ,37 ,10,12 ,3 ,-3
YouGov/Sun,,2013-09-17,33 ,37 ,9,13 ,3 ,-4
YouGov/Sun,,2013-09-18,36 ,36 ,10,12 ,2 ,0
YouGov/Sun,,2013-09-19,34 ,35 ,11,11 ,3 ,-1
Populus/,,2013-09-19,33 ,39 ,11,9 ,3 ,-6
ComRes/Independent on Sunday (O),,2013-09-19,28 ,36 ,10,17 ,4 ,-8
Opinium/Observer,,2013-09-19,29 ,36 ,7,17 ,4 ,-7
YouGov/Sunday Times,,2013-09-20,33 ,37 ,11,11 ,3 ,-4
Populus/,,2013-09-22,33 ,39 ,14,9 ,2 ,-6
YouGov/Sun,,2013-09-23,32 ,40 ,10,12 ,2 ,-8
YouGov/Sun,,2013-09-24,34 ,39 ,10,10 ,3 ,-5
YouGov/Sun,,2013-09-25,32 ,41 ,8,11 ,3 ,-9
Populus/,,2013-09-26,34 ,37 ,12,9 ,2 ,-3
YouGov/Sun,,2013-09-26,33 ,40 ,9,11 ,2 ,-7
YouGov/Sunday Times,,2013-09-27,31 ,42 ,9,13 ,2 ,-11
Populus/,,2013-09-29,36 ,39 ,11,7 ,3 ,-3
ComRes/Independent,,2013-09-29,33 ,37 ,11,11 ,3 ,-4
YouGov/Sun,,2013-09-30,33 ,39 ,11,13 ,2 ,-6
YouGov/Sun,,2013-10-01,31 ,41 ,8,12 ,2 ,-10
YouGov/Sun,,2013-10-02,34 ,40 ,9,10 ,3 ,-6
YouGov/Sun,,2013-10-03,35 ,38 ,9,10 ,2 ,-3
Populus/,,2013-10-03,33 ,38 ,11,10 ,3 ,-5
Opinium/Observer,,2013-10-04,31 ,36 ,7,15 ,4 ,-5
YouGov/Sunday Times,,2013-10-04,33 ,38 ,11,13 ,2 ,-5
Populus/,,2013-10-06,33 ,40 ,10,10 ,3 ,-7
YouGov/Sun,,2013-10-07,35 ,39 ,9,10 ,3 ,-4
YouGov/Sun,,2013-10-08,33 ,39 ,10,10 ,3 ,-6
YouGov/Sun,,2013-10-09,32 ,38 ,11,13 ,3 ,-6
Populus/,,2013-10-10,34 ,39 ,12,8 ,3 ,-5
YouGov/Sun,,2013-10-10,33 ,40 ,10,11 ,2 ,-7
Survation/Mail on Sunday,,2013-10-11,27 ,37 ,11,18 ,2 ,-10
YouGov/Sunday Times,,2013-10-11,34 ,39 ,9,11 ,3 ,-5
ICM/Guardian,,2013-10-13,34 ,38 ,12,8 ,3 ,-4
Populus/,,2013-10-13,34 ,39 ,12,8 ,3 ,-5
YouGov/Sun,,2013-10-14,37 ,38 ,10,10 ,2 ,-1
TNS BMRB/,,2013-10-14,34 ,36 ,9,13 ,3 ,-2
YouGov/Sun,,2013-10-15,34 ,39 ,9,11 ,2 ,-5
Ipsos-MORI/Evening Standard,,2013-10-15,35 ,35 ,9,10 ,4 ,0
YouGov/Sun,,2013-10-16,35 ,39 ,8,12 ,2 ,-4
YouGov/Sun,,2013-10-17,34 ,40 ,9,11 ,2 ,-6
Populus/,,2013-10-17,33 ,39 ,12,9 ,2 ,-6
Opinium/Observer,,2013-10-18,27 ,38 ,9,17 ,4 ,-11
YouGov/Sunday Times,,2013-10-18,33 ,39 ,10,11 ,2 ,-6
ComRes/Independent on Sunday (O),,2013-10-18,32 ,35 ,9,16 ,3 ,-3
Populus/,,2013-10-19,34 ,37 ,14,8 ,3 ,-3
Survation/Free Speech Network,,2013-10-21,29 ,37 ,10,16 ,3 ,-8
YouGov/Sun,,2013-10-21,33 ,38 ,9,13 ,2 ,-5
YouGov/Sun,,2013-10-22,32 ,40 ,10,13 ,2 ,-8
YouGov/Sun,,2013-10-23,32 ,39 ,9,11 ,3 ,-7
YouGov/Sun,,2013-10-24,32 ,38 ,10,13 ,3 ,-6
Populus/,,2013-10-24,34 ,39 ,11,10 ,3 ,-5
Survation/Mail on Sunday,,2013-10-25,29 ,35 ,12,17 ,2 ,-6
YouGov/Sunday Times,,2013-10-25,33 ,39 ,9,12 ,3 ,-6
Populus/,,2013-10-27,33 ,38 ,12,9 ,3 ,-5
ComRes/Independent,,2013-10-27,28 ,36 ,11,12 ,5 ,-8
YouGov/Sun,,2013-10-28,31 ,40 ,9,12 ,3 ,-9
YouGov/Sun,,2013-10-29,33 ,39 ,10,11 ,2 ,-6
YouGov/Sun,,2013-10-30,33 ,40 ,8,11 ,2 ,-7
YouGov/Sun,,2013-10-31,35 ,39 ,9,10 ,2 ,-4
Populus/,,2013-10-31,33 ,40 ,11,9 ,2 ,-7
YouGov/Sunday Times,,2013-11-01,32 ,41 ,8,12 ,2 ,-9
Opinium/Observer,,2013-11-01,31 ,37 ,7,16 ,3 ,-6
Populus/,,2013-11-03,34 ,39 ,10,10 ,3 ,-5
YouGov/Sun,,2013-11-04,33 ,40 ,9,12 ,2 ,-7
YouGov/Sun,,2013-11-05,34 ,40 ,8,11 ,2 ,-6
YouGov/Sun,,2013-11-06,33 ,40 ,9,12 ,3 ,-7
YouGov/Sun,,2013-11-07,33 ,39 ,10,11 ,2 ,-6
Populus/,,2013-11-07,32 ,39 ,12,9 ,3 ,-7
YouGov/Sunday Times,,2013-11-08,34 ,39 ,10,11 ,2 ,-5
ICM/Guardian,,2013-11-10,30 ,38 ,13,11 ,3 ,-8
Populus/,,2013-11-10,31 ,39 ,11,10 ,3 ,-8
TNS BMRB/,,2013-11-11,30 ,38 ,8,12 ,4 ,-8
Ipsos-MORI/Evening Standard,,2013-11-11,32 ,38 ,8,8 ,7 ,-6
YouGov/Sun,,2013-11-11,33 ,40 ,9,11 ,3 ,-7
YouGov/Sun,,2013-11-12,32 ,42 ,8,10 ,3 ,-10
YouGov/Sun,,2013-11-13,31 ,39 ,9,13 ,2 ,-8
YouGov/Sun,,2013-11-14,32 ,40 ,10,13 ,2 ,-8
Populus/,,2013-11-14,31 ,40 ,11,10 ,3 ,-9
Opinium/Observer,,2013-11-14,28 ,37 ,9,16 ,4 ,-9
YouGov/Sunday Times,,2013-11-15,33 ,39 ,10,12 ,2 ,-6
ComRes/Independent on Sunday (O),,2013-11-15,29 ,35 ,10,17 ,5 ,-6
Populus/,,2013-11-17,32 ,41 ,10,9 ,3 ,-9
YouGov/Sun,,2013-11-18,32 ,39 ,11,12 ,2 ,-7
YouGov/Sun,,2013-11-19,34 ,38 ,10,11 ,2 ,-4
YouGov/Sun,,2013-11-20,32 ,40 ,9,12 ,3 ,-8
Populus/,,2013-11-21,33 ,38 ,11,11 ,2 ,-5
YouGov/Sun,,2013-11-21,32 ,39 ,10,12 ,2 ,-7
Survation/Daily Star,,2013-11-22,29 ,36 ,10,18 ,3 ,-7
YouGov/Sunday Times,,2013-11-22,33 ,40 ,9,11 ,2 ,-7
ComRes/Independent,,2013-11-24,32 ,37 ,9,11 ,3 ,-5
Populus/,,2013-11-24,34 ,39 ,12,7 ,3 ,-5
YouGov/Sun,,2013-11-25,32 ,40 ,10,12 ,2 ,-8
YouGov/Sun,,2013-11-26,32 ,39 ,10,12 ,3 ,-7
YouGov/Sun,,2013-11-27,32 ,39 ,10,13 ,2 ,-7
YouGov/Sun,,2013-11-28,33 ,39 ,8,14 ,2 ,-6
Populus/,,2013-11-28,35 ,38 ,12,7 ,3 ,-3
YouGov/Sunday Times,,2013-11-29,30 ,38 ,10,15 ,2 ,-8
Opinium/Observer,,2013-11-29,28 ,35 ,8,19 ,4 ,-7
Populus/,,2013-12-01,33 ,40 ,10,9 ,3 ,-7
YouGov/Sun,,2013-12-02,32 ,38 ,10,12 ,2 ,-6
YouGov/Sun,,2013-12-03,32 ,40 ,9,12 ,3 ,-8
YouGov/Sun,,2013-12-04,34 ,40 ,10,10 ,3 ,-6
YouGov/Sun,,2013-12-05,29 ,41 ,9,14 ,2 ,-12
Populus/,,2013-12-05,34 ,38 ,13,7 ,3 ,-4
YouGov/Sunday Times,,2013-12-06,34 ,39 ,10,11 ,3 ,-5
ICM/Guardian,,2013-12-08,32 ,37 ,12,9 ,3 ,-5
Populus/,,2013-12-08,33 ,41 ,11,7 ,3 ,-8
Ipsos-MORI/Evening Standard,,2013-12-09,33 ,37 ,9,10 ,4 ,-4
YouGov/Sun,,2013-12-09,33 ,38 ,10,13 ,2 ,-5
YouGov/Sun,,2013-12-10,34 ,39 ,9,12 ,2 ,-5
YouGov/Sun,,2013-12-11,33 ,39 ,9,13 ,2 ,-6
YouGov/Sun,,2013-12-12,35 ,39 ,9,11 ,2 ,-4
Populus/,,2013-12-12,33 ,38 ,13,9 ,3 ,-5
Opinium/Observer,,2013-12-13,30 ,37 ,8,16 ,4 ,-7
YouGov/Sunday Times,,2013-12-13,32 ,38 ,9,13 ,2 ,-6
ComRes/Independent on Sunday (O),,2013-12-13,29 ,36 ,8,18 ,4 ,-7
Populus/,,2013-12-15,33 ,40 ,13,8 ,2 ,-7
ComRes/Independent,,2013-12-15,32 ,37 ,9,10 ,5 ,-5
YouGov/Sun,,2013-12-16,36 ,38 ,8,11 ,2 ,-2
YouGov/Sun,,2013-12-17,33 ,41 ,8,13 ,2 ,-8
YouGov/Sun,,2013-12-18,34 ,38 ,10,11 ,2 ,-4
YouGov/Sun,,2013-12-19,34 ,39 ,11,12 ,1 ,-5
Populus/,,2013-12-19,32 ,40 ,12,8 ,3 ,-8
YouGov/Sunday Times,,2013-12-20,34 ,40 ,9,11 ,2 ,-6
Populus/,,2013-12-22,35 ,37 ,12,9 ,3 ,-2
Opinium/Observer,,2014-01-02,30 ,37 ,8,17 ,3 ,-7
Survation/Mail on Sunday,,2014-01-03,31 ,35 ,11,16 ,3 ,-4
YouGov/Sun,,2014-01-06,32 ,40 ,9,12 ,2 ,-8
YouGov/Sun,,2014-01-07,32 ,37 ,10,14 ,3 ,-5
YouGov/Sun,,2014-01-08,32 ,38 ,9,13 ,3 ,-6
YouGov/Sun,,2014-01-09,32 ,38 ,9,13 ,2 ,-6
Populus/,,2014-01-09,33 ,40 ,11,8 ,3 ,-7
YouGov/Sunday Times,,2014-01-10,31 ,40 ,9,14 ,2 ,-9
Populus/,,2014-01-11,33 ,38 ,12,9 ,3 ,-5
ICM/Guardian,,2014-01-12,32 ,35 ,14,10 ,3 ,-3
YouGov/Sun,,2014-01-13,33 ,38 ,11,12 ,2 ,-5
YouGov/Sun,,2014-01-14,34 ,37 ,9,13 ,2 ,-3
Ipsos-MORI/Evening Standard,,2014-01-14,30 ,39 ,13,11 ,3 ,-9
YouGov/Sun,,2014-01-15,33 ,39 ,10,12 ,2 ,-6
Survation/Sky News,,2014-01-15,30 ,34 ,12,18 ,2 ,-4
Populus/,,2014-01-16,33 ,40 ,13,9 ,2 ,-7
YouGov/Sun,,2014-01-16,32 ,39 ,10,12 ,2 ,-7
ComRes/Independent on Sunday (O),,2014-01-16,30 ,35 ,8,19 ,3 ,-5
Opinium/Observer,,2014-01-16,30 ,36 ,8,17 ,3 ,-6
YouGov/Sunday Times,,2014-01-17,33 ,39 ,8,13 ,2 ,-6
Populus/,,2014-01-19,32 ,39 ,12,9 ,3 ,-7
YouGov/Sun,,2014-01-20,32 ,40 ,11,12 ,2 ,-8
YouGov/Sun,,2014-01-21,34 ,38 ,9,13 ,3 ,-4
YouGov/Sun,,2014-01-22,32 ,40 ,8,12 ,3 ,-8
YouGov/Sun,,2014-01-23,35 ,38 ,8,12 ,2 ,-3
Populus/,,2014-01-23,32 ,40 ,11,9 ,3 ,-8
YouGov/Sunday Times,,2014-01-24,32 ,39 ,9,13 ,2 ,-7
Populus/,,2014-01-26,33 ,40 ,11,8 ,3 ,-7
ComRes/Independent,,2014-01-26,32 ,33 ,9,14 ,5 ,-1
YouGov/Sun,,2014-01-27,35 ,37 ,9,13 ,2 ,-2
YouGov/Sun,,2014-01-28,34 ,37 ,9,12 ,3 ,-3
YouGov/Sun,,2014-01-29,35 ,38 ,10,11 ,2 ,-3
YouGov/Sun,,2014-01-30,32 ,42 ,8,12 ,2 ,-10
Populus/,,2014-01-30,32 ,39 ,11,10 ,3 ,-7
YouGov/Sunday Times,,2014-01-31,34 ,39 ,8,11 ,3 ,-5
Opinium/Observer,,2014-01-31,29 ,36 ,8,17 ,4 ,-7
Populus/,,2014-02-02,32 ,41 ,11,9 ,3 ,-9
YouGov/Sun,,2014-02-03,33 ,38 ,11,11 ,1 ,-5
Ipsos-MORI/Evening Standard,,2014-02-03,31 ,38 ,12,10 ,3 ,-7
YouGov/Sun,,2014-02-04,33 ,39 ,8,13 ,3 ,-6
YouGov/Sun,,2014-02-05,35 ,39 ,9,10 ,2 ,-4
YouGov/Sun,,2014-02-06,32 ,38 ,10,14 ,2 ,-6
Populus/,,2014-02-06,33 ,36 ,9,15 ,2 ,-3
YouGov/Sunday Times,,2014-02-07,35 ,39 ,10,10 ,3 ,-4
ICM/Guardian,,2014-02-09,34 ,38 ,10,11 ,3 ,-4
Populus/,,2014-02-09,34 ,36 ,11,12 ,3 ,-2
YouGov/Sun,,2014-02-10,33 ,39 ,10,12 ,2 ,-6
YouGov/Sun,,2014-02-11,34 ,39 ,10,11 ,2 ,-5
YouGov/Sun,,2014-02-12,32 ,39 ,8,13 ,2 ,-7
YouGov/Sun,,2014-02-13,33 ,39 ,9,12 ,2 ,-6
Populus/,,2014-02-13,32 ,38 ,9,14 ,3 ,-5
